Predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack
1	Ale001	Bockemossen	100	3	25,3	5	3	4	0	3	0	NA	2	NA	0
0	Ale010	Stora Kroksjön Ö stranden	1	1	26,6	2	3,5	5	0	1	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	2	1	16,7	1	4	4	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	3	1	27,7	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	4	2	14,2	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	5	2	17	2	1,5	2	0	2	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	6	1	12,4	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	7	2	15	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	8	3	10,7	1	2	2	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	9	3	13,1	2	2	2	0	0	2	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	10	2	11,1	1	1	1	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	11	1	20,6	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	12	3	16,2	1	4	4	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	13	1	15,7	1	3	3	0	1	0	10	0	200	0
0	Ale010	Stora Kroksjön Ö stranden	14	1	25,6	2	2,5	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	15	4	14,6	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	16	1	23	1	5	5	0	1	0	0	0	0	0
0	Ale010	Stora Kroksjön Ö stranden	17	1	16	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	18	2	15,5	1	4	4	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	19	1	12,8	1	4	4	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	20	1	19,2	1	5	5	0	0	0	NA	1	60	0
0	Ale010	Stora Kroksjön Ö stranden	21	1	14,2	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	22	1	23,1	1	5	5	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	23	2	27,7	3	4,666666667	5	0	1	0	NA	2	NA	0
0	Ale010	Stora Kroksjön Ö stranden	24	1	22,8	1	5	5	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	25	1	32	1	3	3	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	26	2	23,6	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	27	1	22,5	1	3	3	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	28	1	31,5	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	29	1	15	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	30	2	33,5	4	3,5	5	0	1	1	100	2	980	0
0	Ale010	Stora Kroksjön Ö stranden	31	2	24	2	3	4	0	2	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	32	3	13,8	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	33	1	22,2	2	2,5	3	0	1	1	100	0	0	0
0	Ale010	Stora Kroksjön Ö stranden	34	1	12,1	1	4	4	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	35	1	28,3	4	4,5	5	0	0	1	NA	3	1530	0
0	Ale010	Stora Kroksjön Ö stranden	36	1	18,3	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	37	3	29,4	2	2	3	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	38	1	22	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	39	1	29,9	1	5	5	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	40	1	24,1	3	1,666666667	3	0	0	2	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	41	1	18,6	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	42	2	11,4	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	43	1	15	1	1	1	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	44	3	21,2	2	3,5	5	0	0	1	NA	1	220	0
0	Ale010	Stora Kroksjön Ö stranden	45	2	20,3	2	3	5	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	46	2	18,7	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	47	1	16,1	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	48	1	11,6	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	49	1	16,2	1	4	4	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	50	2	17,6	1	2	2	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	51	2	7,5	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	52	1	18	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	53	1	26,1	3	2,666666667	4	0	0	1	NA	2	NA	0
0	Ale010	Stora Kroksjön Ö stranden	54	3	24,7	3	2,666666667	5	0	1	2	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	55	1	38	4	2,5	5	0	1	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	56	1	26,9	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	57	2	16,3	1	2	2	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	58	2	33,2	1	1	1	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	59	3	17,1	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	60	2	22,5	1	3	3	0	1	0	50	0	20	0
0	Ale010	Stora Kroksjön Ö stranden	61	1	18,5	1	2	2	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	62	2	26,4	2	2,5	3	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	63	5	14	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	64	1	26,7	2	3	4	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	65	3	24,3	2	1	1	0	0	2	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	66	1	22,4	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	67	2	17,4	1	4	4	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	68	1	19	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	69	2	34	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	70	2	22,6	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	71	2	19	1	5	5	0	0	0	NA	1	580	0
0	Ale010	Stora Kroksjön Ö stranden	72	3	18	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	73	2	24,2	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	74	3	24	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	75	1	16,5	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	76	1	20,5	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	77	2	31	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	78	2	19,3	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	79	1	19,5	1	4	4	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	80	1	16	1	2	2	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	81	1	16	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	82	1	20,5	2	3,5	5	0	0	0	NA	2	NA	0
0	Ale010	Stora Kroksjön Ö stranden	83	3	17,8	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	84	1	26	1	5	5	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	85	6	24,7	2	3	5	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	86	4	18,7	2	3	5	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	87	2	27,2	2	3	4	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	88	2	22,6	1	5	5	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	89	1	25,3	4	3,75	5	0	0	1	NA	3	NA	0
0	Ale010	Stora Kroksjön Ö stranden	90	3	11,5	1	1	1	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	91	3	21	1	3	3	0	0	1	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	92	2	16	4	1	1	0	0	4	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	93	2	12	1	2	2	0	1	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	94	3	15,5	1	3	3	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	95	2	27,1	2	3	5	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	96	2	13,1	1	2	2	0	0	0	NA	0	NA	0
0	Ale010	Stora Kroksjön Ö stranden	97	3	24,2	3	4	5	0	0	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	98	2	30,1	2	5	5	0	1	0	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	99	2	24	2	2	3	0	0	1	NA	1	NA	0
0	Ale010	Stora Kroksjön Ö stranden	100	2	23	3	2,333333333	5	0	0	2	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	1	9	32,5	1	5	5	0	0	0	NA	1	200	0
0	Bor012	Strand på Näsudden i Frisjön	2	1	28,2	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	3	5	26,1	1	5	5	0	0	0	NA	1	300	0
0	Bor012	Strand på Näsudden i Frisjön	4	3	12,2	1	5	5	0	0	0	NA	1	370	0
0	Bor012	Strand på Näsudden i Frisjön	5	2	15,7	1	5	5	0	0	0	NA	1	40	0
0	Bor012	Strand på Näsudden i Frisjön	6	5	24	1	5	5	0	0	0	NA	1	190	0
0	Bor012	Strand på Näsudden i Frisjön	7	2	19,6	1	3	3	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	8	8	24	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	9	1	26,2	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	10	4	29,5	2	4	5	0	0	0	NA	2	NA	0
0	Bor012	Strand på Näsudden i Frisjön	11	2	17,7	1	3	3	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	12	2	17,3	1	3	3	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	13	2	20,1	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	14	4	30,5	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	15	3	29,2	1	1	1	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	16	8	30,5	2	3	5	0	0	1	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	17	5	35	3	4,666666667	5	0	2	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	18	8	24,1	1	3	3	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	19	2	32	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	20	7	25,2	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	21	5	34,8	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	22	4	19,4	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	23	2	17	1	3	3	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	24	3	15	1	4	4	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	25	5	24,4	1	3	3	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	26	2	18,2	1	1	1	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	27	2	20,9	1	4	4	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	28	3	30,7	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	29	2	29,5	1	5	5	0	1	0	0	0	90	0
0	Bor012	Strand på Näsudden i Frisjön	30	8	29,3	1	5	5	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	31	9	24,2	1	5	5	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	32	2	29,1	1	5	5	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	33	3	26,4	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	34	6	25,5	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	35	1	18,6	1	2	2	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	36	4	20,2	1	2	2	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	37	8	30,1	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	38	1	24,3	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	39	1	18,5	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	40	3	19,2	1	5	5	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	41	2	22	2	3,5	4	0	1	0	0	1	210	0
0	Bor012	Strand på Näsudden i Frisjön	42	3	18,1	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	43	2	17,6	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	44	1	10,3	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	45	1	12,3	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	46	3	30,3	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	47	2	22,1	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	48	1	22	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	49	2	9,2	1	5	5	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	50	3	22	2	4	5	0	0	0	NA	2	NA	0
0	Bor012	Strand på Näsudden i Frisjön	51	1	20	1	1	1	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	52	3	32,7	1	5	5	0	1	0	50	0	100	0
0	Bor012	Strand på Näsudden i Frisjön	53	3	14	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	54	3	14,5	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	55	1	22	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	56	1	14,4	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	57	3	16,3	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	58	10	16,2	1	5	5	0	1	0	10	0	80	0
0	Bor012	Strand på Näsudden i Frisjön	59	4	20	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	60	1	21	2	2,5	4	0	0	1	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	61	9	11,5	1	4	4	0	0	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	62	2	22	2	3	5	0	0	1	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	63	4	14,2	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	64	1	9,6	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	65	2	11	1	1	1	0	0	1	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	66	2	13,1	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	67	5	28,3	1	5	5	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	68	6	20,6	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	69	4	13,1	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	70	3	10	1	4	4	0	1	0	NA	0	NA	0
0	Bor012	Strand på Näsudden i Frisjön	71	1	16,7	1	2	2	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	72	2	17,7	1	5	5	0	1	0	0	0	0	0
0	Bor012	Strand på Näsudden i Frisjön	73	2	17,9	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	74	1	23,4	1	4	4	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	75	3	17	1	5	5	0	0	0	NA	1	NA	0
0	Bor012	Strand på Näsudden i Frisjön	76	2	18,6	1	5	5	0	0	0	NA	1	NA	0
